,번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
895,896,095270,웨이브일렉트로,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,007,614","5,503,807,000",500,원(KRW),031-269-0010,경기 수원시 권선구 서둔동 14-10 ,1424
896,897,065950,웰크론,31302,직물직조 및 직물제품 제조업,"28,231,302","14,115,651,000",500,원(KRW),(02)2107-6600,서울특별시 구로구 디지털로27길 12 주식회사 웰크론,1424
897,898,076080,웰크론한텍,64101,건물 건설업,"19,980,102","9,990,051,000",500,원(KRW),031-350-8900,경기도 화성시  향남읍 발안공단로 92-36 ,1424
898,899,196700,웹스,32002,합성고무 및 플라스틱 물질 제조업,"13,698,476","6,849,238,000",500,원(KRW),051-896-6390,부산광역시 해운대구 센텀동로 45 901호,1424
899,900,069080,웹젠,105802,소프트웨어 개발 및 공급업,"35,310,884","17,655,442,000",500,원(KRW),031-627-6600,"경기도 성남시 분당구 판교로 242(삼평동, 판교디지털콘텐츠파크 B동) ",1424
900,901,053580,웹케시,105802,소프트웨어 개발 및 공급업,"6,763,655","3,381,827,500",500,원(KRW),02-784-1690,서울특별시 영등포구 영신로 220 KnK 디지털타워 20층 ,1424
901,902,071460,위니아딤채,32805,가정용 기기 제조업,"35,967,295","31,872,532,500",500,원(KRW),041-530-6114,광주광역시 광산구 하남산단9번로 110 -,1424
902,903,044340,위닉스,32805,가정용 기기 제조업,"17,873,425","8,936,712,500",500,원(KRW),031 -499 -5085,경기도 시흥시 공단1대로 295(정왕동) 시화공단 3나 607호,1424
903,904,330350,위더스제약,32102,의약품 제조업,"8,792,415","1,758,483,000",200,원(KRW),02-3486-7474,서울특별시 서초구 동산로12길 9 &nbsp,1424
904,905,112040,위메이드,105802,소프트웨어 개발 및 공급업,"16,800,000","8,680,000,000",500,원(KRW),02-3709-2000,경기도 성남시 분당구 대왕판교로 644번길 49(삼평동 코리아벤처타운 업무시설비블럭 아이레보타워)  ,1424
905,906,065370,위세아이텍,105802,소프트웨어 개발 및 공급업,"4,403,611","2,201,805,500",500,원(KRW),02-6246-1400,"경기도 성남시 분당구 판교로 253, 판교이노밸리 C동 5층 &nbsp;",1424
906,907,038620,위즈코프,74707,연료 소매업,"38,830,772","19,415,386,000",500,원(KRW),02-2007-0300,"서울특별시 강남구  봉은사로 429 , 8층 ( 삼성동, 위즈빌딩) ",1424
907,908,299900,위지윅스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","30,684,491","15,342,245,500",500,원(KRW),02-749-0507,서울특별시 강남구 봉은사로22길 47 &nbsp;,1424
908,909,036090,위지트,32902,특수 목적용 기계 제조업,"83,992,986","41,996,493,000",500,원(KRW),032-820-9900,"인천광역시 남동구 남동서로 187 (고잔동, 58B/5L)",1424
909,910,136540,윈스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,149,063","6,074,531,500",500,원(KRW),031-622-8600,경기도 성남시 분당구 판교로228번길 15 (삼평동) 판교세븐벤처밸리 윈스동 ,1424
910,911,320000,윈텍,32902,특수 목적용 기계 제조업,"17,900,148","1,790,014,800",100,원(KRW),031-429-2401,경기도 군포시 고산로 166 104동 1001호,1424
911,912,097800,윈팩,32601,반도체 제조업,"37,808,697","18,904,348,500",500,원(KRW),031-8020-4400,경기도 용인시 처인구  백암면 청강가창로 50 ,1424
912,913,192390,윈하이텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","10,656,896","5,328,448,000",500,원(KRW),02-854-2818,충청북도 음성군 삼성면 하이텍산단로 99 &nbsp,1424
913,914,313760,윌링스,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","4,862,000","2,431,000,000",500,원(KRW),031-326-3000,경기도 용인시 처인구 모현읍 초부로54번길 7-3 ,1424
915,916,036200,유니셈,32902,특수 목적용 기계 제조업,"30,664,223","15,332,111,500",500,원(KRW),031-379-5800,경기도 화성시 동탄면 장지남길 10-7 ,1424
916,917,018000,유니슨,32901,일반 목적용 기계 제조업,"108,972,799","54,486,399,500",500,원(KRW),02  -528 -8777,경상남도 사천시 사남면 해안산업로 513 -,1424
917,918,203450,유니온커뮤니티,32604,통신 및 방송 장비 제조업,"14,679,007","7,339,503,500",500,원(KRW),02-6488-3127,서울특별시 송파구 법원로 127 문정대명벨리온 12층 ,1424
918,919,011320,유니크,33003,자동차 신품 부품 제조업,"19,320,695","9,660,347,500",500,원(KRW),055-340-2000,경상남도 김해시  진영읍 서부로179번길 90 (주)유니크 ,1424
919,920,086390,유니테스트,32902,특수 목적용 기계 제조업,"21,134,126","10,567,063,000",500,원(KRW),031-205-6111,경기도 용인시 기흥구  기곡로 27 (주)유니테스트,1424
920,921,241690,유니테크노,33003,자동차 신품 부품 제조업,"11,927,520","5,963,760,000",500,원(KRW),051-203-5460,부산광역시 사하구 신산로 13번길 54 &nbsp,1424
921,922,142210,유니트론텍,74502,자동차 부품 및 내장품 판매업,"11,851,631","5,925,815,500",500,원(KRW),02-573-6800,"서울특별시 강남구 영동대로 638 9층(삼성동, 삼보빌딩) ",1424
922,923,048430,유라테크,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","11,520,000","5,760,000,000",500,원(KRW),070-7878-1500,세종특별자치시   전동면 아래깊은내길 25 주식회사 유라테크 ,1424
923,924,206650,유바이오로직스,32102,의약품 제조업,"27,841,501","13,920,750,500",500,원(KRW),02-572-6675,서울특별시 강남구 도산대로 207 성도빌딩 8층 ,1424
924,925,089850,유비벨록스,105802,소프트웨어 개발 및 공급업,"7,115,697","3,557,848,500",500,원(KRW),02-2082-2431,서울특별시 구로구 디지털로31길 1213.14층 ,1424
925,926,032620,유비케어,105802,소프트웨어 개발 및 공급업,"52,197,139","26,098,569,500",500,원(KRW),02-2105-5000,서울특별시 구로구  디지털로33길 28 우림이비지센터1차 ,1424
926,927,264450,유비쿼스,32604,통신 및 방송 장비 제조업,"5,123,955","2,561,977,500",500,원(KRW),070-4865-0500,경기도 성남시 분당구 판교로255번길 68 ,1424
927,928,078070,유비쿼스홀딩스,32604,통신 및 방송 장비 제조업,"18,696,628","10,348,314,000",500,원(KRW),070-4865-0500,경기도 성남시 분당구 판교로 25568 (삼평동 616) 유비쿼스 ,1424
928,929,024800,유성티엔에스,84902,육상 여객 운송업,"27,213,580","13,606,790,000",500,원(KRW),02  -3416-6644,"서울특별시 서초구  남부순환로 2583 9층(서초동, 서희타워)",1424
929,930,054930,유신,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","3,000,000","15,000,000,000","5,000",원(KRW),(02)6202-0114,서울특별시 강남구 역삼로4길 8 ,1424
930,931,069330,유아이디,32602,전자부품 제조업,"11,887,792","5,943,896,000",500,원(KRW),(041)862-7576,충청북도 청주시 흥덕구 옥산면 과학산업4로 203 -,1424
931,932,049520,유아이엘,32602,전자부품 제조업,"21,784,936","11,142,469,000",500,원(KRW),031-948-1234,경기도 파주시 광탄면 보광로 869-26 ,1424
932,933,287410,유안타제3호스팩,116601,금융 지원 서비스업,"4,235,000","423,500,000",100,원(KRW),02-3770-3518,서울특별시 중구 을지로 76 ,1424
933,934,313750,유안타제4호스팩,116601,금융 지원 서비스업,"4,650,000","465,000,000",100,원(KRW),02-3770-2000,서울특별시 중구 을지로 76 유안타증권 ,1424
934,935,336060,유안타제5호스팩,116601,금융 지원 서비스업,"5,930,000","593,000,000",100,원(KRW),02-3770-2000,서울특별시 중구 을지로 76 유안타증권 ,1424
935,936,340360,유안타제6호스팩,116601,금융 지원 서비스업,"6,845,000","684,500,000",100,원(KRW),02-3770-2000,서울특별시 중구 을지로 76 유안타증권 ,1424
936,937,056090,유앤아이,32701,의료용 기기 제조업,"7,764,894","3,882,447,000",500,원(KRW),031-860-6800,경기도 의정부시 산단로76번길 20 &nbsp,1424
937,938,263770,유에스티,32401,1차 철강 제조업,"23,700,172","2,370,017,200",100,원(KRW),02-6121-6778,경상북도 포항시 남구 철강로 290 (주)유에스티,1424
938,939,023410,유진기업,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","77,310,863","38,655,431,500",500,원(KRW),02-3704-3300,경기도 부천시 오정구  석천로 457 ,1424
939,940,056080,유진로봇,32902,특수 목적용 기계 제조업,"37,512,152","18,756,076,000",500,원(KRW),032-550-2304,인천광역시 연수구 하모니로187번길 33 송도동,1424
940,941,321260,유진스팩4호,116601,금융 지원 서비스업,"3,490,000","349,000,000",100,원(KRW),02-368-6296,서울특별시 영등포구 국제금융로 24 ,1424
941,942,331380,유진스팩5호,116601,금융 지원 서비스업,"4,010,000","401,000,000",100,원(KRW),02-368-6296,서울특별시 영등포구 국제금융로 24 .,1424
942,943,084370,유진테크,32902,특수 목적용 기계 제조업,"22,916,042","11,458,021,000",500,원(KRW),(031)323-5700,경기도 용인시 처인구  양지면 추계로 42 유진테크 ,1424
943,944,178780,유테크,32602,전자부품 제조업,"30,315,133","15,157,566,500",500,원(KRW),031-444-0202,경기도 안양시 동안구 흥안대로 51 501호(호계동),1424
944,945,179900,유티아이,32602,전자부품 제조업,"16,116,895","8,058,447,500",500,원(KRW),041-333-4352,충청남도 예산군 응봉면 응봉로 50-16 &nbsp,1424
945,946,263050,유틸렉스,32101,기초 의약물질 및 생물학적 제제 제조업,"14,920,468","7,460,234,000",500,원(KRW),02-3402-7314,"서울특별시 금천구 가산디지털1로 25 1401호(가산동, 대륭테크노타운 17차) ",1424
946,947,191410,육일씨엔에쓰,32602,전자부품 제조업,"9,363,022","4,681,511,000",500,원(KRW),02-2659-1116,서울특별시 영등포구 국회대로70길 15-1 극동VIP빌딩 7층 ,1424
947,948,072770,율호,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","36,676,928","18,338,464,000",500,원(KRW),02-2082-2800,서울특별시 서초구 방배로 205 대명빌딩신관 4층,1424
948,949,039020,이건홀딩스,31601,제재 및 목재 가공업,"22,584,709","22,584,709,000","1,000",원(KRW),032-760-0552,인천 남구 도화동 967-3 ,1424
949,950,060230,이그잭스,32602,전자부품 제조업,"74,893,516","37,446,758,000",500,원(KRW),02-6959-2176,충청남도 천안시 서북구 2공단7길 50 (차암동),1424
950,951,067920,이글루시큐리티,106309,기타 정보 서비스업,"10,996,119","5,498,059,500",500,원(KRW),02 3452 8814,서울특별시 송파구 정의로8길 7 한스빌딩 ,1424
951,952,044960,이글벳,74607,기타 전문 도매업,"12,641,883","6,320,941,500",500,원(KRW),041 -331 -4100,충청남도 예산군 신암면 추사로 235-34 ,1424
952,953,302430,이노메트리,32902,특수 목적용 기계 제조업,"9,650,216","4,825,108,000",500,원(KRW),031-275-5174,경기도 안양시 동안구 동편로13번길 65 넥스트아이빌딩 5층 &nbsp,1424
953,954,073490,이노와이어리스,32604,통신 및 방송 장비 제조업,"6,737,544","3,368,772,000",500,원(KRW),031-788-4600,경기도 성남시 분당구 서현로 190- ,1424
954,955,086250,이노와이즈,32902,특수 목적용 기계 제조업,"30,810,174","15,405,087,000",500,원(KRW),053-663-5400,대구광역시 달성군 유가면 테크노중앙대로 1 -,1424
955,956,215790,이노인스트루먼트,32604,통신 및 방송 장비 제조업,"40,283,149","20,141,574,500",500,원(KRW),02-750-5644,인천광역시 연수구 송도미래로 30 송도스마트밸리 E-2206,1424
956,957,246960,이노테라피,32103,의료용품 및 기타 의약 관련제품 제조업,"5,044,184","2,522,092,000",500,원(KRW),02-6959-1338,서울특별시 영등포구 선유로13길 25 에이스하이테크시티 2차 1209호 ,1424
957,958,088390,이녹스,33109,그외 기타 운송장비 제조업,"9,350,844","4,675,422,000",500,원(KRW),031-727-9191,충청남도 아산시 둔포면 아산밸리로 171 ,1424
958,959,272290,이녹스첨단소재,32602,전자부품 제조업,"9,502,493","4,751,246,500",500,원(KRW),031-727-9102,충청남도 아산시 둔포면 아산밸리로 171 ,1424
959,960,053350,이니텍,105802,소프트웨어 개발 및 공급업,"19,790,916","9,895,458,000",500,원(KRW),(02)6445-7000,"서울특별시 구로구 디지털로26길 61 (구로동, 에이스하이앤드2차11층)",1424
960,961,258610,이더블유케이,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","11,734,799","5,867,399,500",500,원(KRW),051-941-3511,부산광역시 강서구 범방2로 6 &nbsp,1424
961,962,215090,이디티,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","26,144,727","2,614,472,700",100,원(KRW),02-368-6298,경기도 안양시 동안구 학의로 268 410호 (관양동),1424
962,963,041520,이라이콤,74601,상품 중개업,"12,188,730","6,094,365,000",500,원(KRW),(031)213-3881,경기도 수원시 영통구  신원로250번길 32 이라이콤(주) ,1424
963,964,264850,이랜시스,32602,전자부품 제조업,"28,751,812","2,875,181,200",100,원(KRW),032-573-7542,인천광역시 남구 방축로206번길 21 (주)이랜시스,1424
964,965,054210,이랜텍,32602,전자부품 제조업,"22,656,918","11,328,459,000",500,원(KRW),070-7098-8071,경기도 수원시 영통구  삼성로268번길 37 ,1424
965,966,164060,이루다,32701,의료용 기기 제조업,"7,065,000","3,532,500,000",500,원(KRW),0312784660,경기도 수원시 장안구 장안로458번길 120 ,1424
966,967,065440,이루온,105802,소프트웨어 개발 및 공급업,"27,275,020","13,637,510,000",500,원(KRW),070-4489-1000,경기도 성남시 분당구 대왕판교로 660 유스페이스1 A동 9층 905호,1424
967,968,036260,이매진아시아,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","43,778,171","21,889,085,500",500,원(KRW),02-3443-1960,서울특별시 강남구 도산대로30길 21 2층,1424
968,969,115610,이미지스,32601,반도체 제조업,"7,669,128","3,834,564,000",500,원(KRW),031-888-5280,경기도 수원시 영통구 광교로 105 경기 R&DB 센터 3층 301호(이의동 906-5),1424
969,970,349720,이베스트스팩5호,116601,금융 지원 서비스업,"3,620,000","362,000,000",100,원(KRW),0237798845,"서울특별시 영등포구 여의대로 14, 4층(여의도동) ",1424
970,971,323210,이베스트이안스팩1호,116601,금융 지원 서비스업,"3,200,000","320,000,000",100,원(KRW),02-3779-8840,서울특별시 영등포구 여의대로 14 4층 ,1424
971,972,078020,이베스트투자증권,116601,금융 지원 서비스업,"55,481,190","277,405,950,000","5,000",원(KRW),02-3779-0100,서울특별시 영등포구  여의대로 14 (여의도동)KT빌딩 17층,1424
972,973,080010,이상네트웍스,74601,상품 중개업,"9,015,000","4,507,500,000",500,원(KRW),02-6121-6200,서울특별시 마포구 월드컵북로58길 9 ES타워,1424
973,974,086890,이수앱지스,32103,의료용품 및 기타 의약 관련제품 제조업,"26,625,292","13,312,646,000",500,원(KRW),031-696-4700,"경기도 성남시 분당구 대왕판교로712번길 22, 씨동 5층(삼평동, 글로벌알앤디센터) ",1424
974,975,047560,이스트소프트,105802,소프트웨어 개발 및 공급업,"9,899,400","4,949,700,000",500,원(KRW),02-583-4620,"서울특별시 서초구  반포대로 3 (서초동, 이스트빌딩)",1424
976,977,067010,이씨에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,294,000","6,823,500,000",500,원(KRW),02-3415-8300,"서울특별시 서초구 반포대로28길 8 (서초동, 일홍빌딩 3,4,5층)",1424
977,978,052190,이에스에이,189001,창작 및 예술관련 서비스업,"45,801,509","22,900,754,500",500,원(KRW),02  -598 -2554,"서울특별시 강남구 도산대로 157 14층(신사동, 신웅타워2)",1424
978,979,226360,이엑스티,64102,토목 건설업,"45,216,072","4,521,607,200",100,원(KRW),02-6114-0920,"서울특별시 금천구 가산디지털1로 165 1401호, 1402호 (가산동)",1424
